reviews.rating,reviews.text,reviews.title
3,Great beginner tablet for kids I would recommend it,Kids 1st tablet approved
3,I have 3 autistic kids and is great cause they can be rough .,Great kids tablet
3,I am happy so far with this tablet. It offers great protection for use with kids but is a little pricey for the lackluster performance. Great for kids.,"Great protection, decent performance"
3,Slow performance and charging port very low poor quality it gets frozen most of the times,Slow performance
3,"Very slow performance and sometimes applications freeze up and don't work very well , charging port very low quality",Very slow
3,"I bought this for my daughter. It was bundled with a solid bumper case and has a kid mode interface. She insisted on using her brother's iPad constantly. Not to say there is anything wrong with this product, it just wasn't for her.",Almost
3,My daughter lovethis tablet.. only problem is it cant connect to my home wifi which is verizon,Great tablet for toddler
3,"The tablet itself was nice, but the screen was to small for books, videos, and minecraft.",Small screen for books and videos
3,"it has great durability, but lacks great sound. The picture quality is just ok",Beginner tablet
3,Right after we bought it the charging port broke but it was very easy to get the tablet replaced and shipped to our house. It's not very operations friendly and comes with very little instruction.,Good warranty and protection
3,Great for the kids but not much space for all the apps they want.,Not bad
3,"The tablet is pretty good, I would give it 5 stars if you are able to download an use apps from the Google store, that is one of my only big complaint. And also how fast the SD card got filled with items from Amazon OS that's on the tablet without the user knowing. On the other hand, With four kids using tablets as reward time it helps the kids free time is awesome it useful",great beginners kids tablet
3,Its a nice little set up but it's slow. I wish I would have investigated them a little more before just jumping in.,I like it but....
3,Great case ok tablet no Android play store. Weak micro usb port. It's isn't an straight out the box tablet. Had to install Android play store on it. And as far as the charging port goes I'm on my 3rd one but best buy are the best with their return policy...,Tablet not for kids
3,Grandson became board with what it offers. Plug wears out fast,Good for young kids
3,"This makes for a decent tablet for a kid with the kids edition, but I'm not sure I'd want it as an adult. There are much better tablets on the market. But since it's cheap, that's to be expected.",Decent Kids Edition
3,I purchased this item for my 7yr old daughter. We like it but we can't get the pictures of the apps to show,I like it
3,"This tablet is OK, sometimes it's kind of slow. Loads for a while before opening app. Storage has been good. 32 GB. I gave my son the freedom to download any game he wanted on prime time. And after 2 months he still has like 3gb left of space. Not recommend for kids over 10 years old. My son is 4 and sometimes he gets mad because tablet gets slow. Still good deal for 32gb, 1 year primetime for $80",An OK tablet
3,It's a good piece of technology it's just not connecting to the wifi,It's a good product
3,I bought this for 3 year old to replace an older Ipad. it was functional but no where near level of ipad. This is understandable based on price difference/ I returned to store.,Not a bad product
3,This tablet is grrrrrrreeeeeeeeaaaaaattttttt for the children!,Good tablet 4 kids
3,This device is a good if you are looking for a starter tablet for a young individual.,Good for 4 year old
3,"A good starter tablet, but very very slow. Don't expect and I Pad savy child to enjoy this. But for a true beginner it would be fine.",Good but SLOW
3,volume is a problem we have to take off the protective case for it to sound clear.,It's okay
3,"Thought this came without special offers, the staff told me it didn't. Amazon had a sale on this when I bought it, and I thought I was just getting the same deal, but I had to pay $20 later to get rid of the ads",Kindle is great
3,"I bought this product for traveling for its light weight and paper like reading. It was fine with e-books, but I had some PDF file I wanted to read on it. I could load the PDFs, but hard to read. No font enlargable for PDFs. Plus, the screen is not very responsive as screens in tablets. I ended up return it.",It Is Not As Good As I Expected
3,"Love this kindle as its light, user friendly and great purchase",Great for reading
3,I set it up but haven't used it yet. Not clear how to download books but I plan to learn that this weekend.,I haven't used it yet.
3,"After using IPAD, it is weird to see flickers while reading on a small screen. However, it was recommended by a friend of mine who thinks it is easy on eyes. Battery lasts long and you can download work related pdfs to read later. (my main purpose to buy was to read docs offline) Redundant if you have kindle on ipad/other tabs.",GettingUsed
3,"I purchased this as a gift for my daughter and she loves it. Easy to read and stores all of her books. My only complaint is that it feels slow and sluggish when transitioning from one screen tk the next. Even turning the page feels slow. Not sure if it has a setting to change this but its a noticeable difference between this device and the kindle fire both with out of the bix settings. My daughter doesn't mind it and prefers the screen on the paperwhite for reading. Battery life is fantastic, its so good you can go on a weekend trip and leave the charger at home.",Purchased as a gift
3,This was a replacement for my son who's original kindle broke. He likes it a lot. Just wish we could figure out how to get all the old content we had bought from the old one into the new one.,Easy to read
3,I purchased 3 (2 as gifts) recently believing all prior purchases would be compatible with the Paperwhite. I was highly disappointed to learn that interactive solitaire and word games I played on the old Kindle Touch were lost.,Good reading
3,Excellent product nysecond one will but again love read,Foid
3,"The best reader out there - however don't expect to use this tablet for its web browser function - looks strange seeing ""paper"" versions of websites as the paper white feature cannot be turned off.",Good product
3,Have been using a tablet and find the Kindle harder to navigate.,Not what I expected
3,"The recharging port is not working consistently. I have tried other cables, so I know it's not the cable. Otherwise it works fine. I am looking forward to not having to charge it but once a week.",Great reader
3,There have been a few minor changes included in this new Kindle that I don't particularly like.Opening page is slightly confusing.,Kindle Review.
3,"This reader is purely for the person that simply wants an e-book reader, and very little else.",Perfect...If You Don't Have an iPad.
3,"I wanted a Kindle with a light feature for reading in bed at night. Had I done my homework, I would have purchased a Kindle with more bells and whistles.",I didn't do my homework.
3,I usually read in bed and found this reader to be too heavy and bulky. I originally didn't want to pay the higher price for the Voyage but I exchanged this one for the Voyage and I am much happier with it.,Exchanged for the Voyage
3,I got it to store all my college books without checking to see if they would even be compatible. They weren't. It's my fault for not checking this. The three star rating is because you can buy a good tablet for less and use the kindle app. Which is what I did. I can now read my books and have a fully functional tablet.,It's okay.
3,I didn't find the e-reader easy to navigate and actually found it confusing. I have an older model and that one is easier to navigate. The new one was skipping pages sometimes also.,It wasn't easy to use
3,"I had a lower end kindle for years. When that broke, I decide to buy the higher end one that is backlit. The back litghting is nice for reading at night. But the touch features are too jumpy--it jumps pages instead of just turning to the next one. It is cumbersome to buy through amazon and difficult to see the list of what you have. I don't know if I'd buy this one over the lowest end one again.","It's ok, but it jump pages too easily."
3,"It should be easier.to print off highlights and have a choice not.to have every location and other stuff printing with every highlight.It should be easier to erase ""All"" highlights.Regular book numbers should correlate with location.Easier.to.forward.through chapters.",Functions
3,"The Kindle Paper white is excellent for reading; however: 1. Product needs to be able to shut OFF! Very unhappy about this. Advertising says will hold charge for weeks - not so, when Kindle paperwhite cannot be shut down. It only holds a charge for a few days, if you read for a couple of hours each day. 2. I have books that I do not intend to read often and want them left in the cloud. I am finding it very close to impossible to return any of my books to the cloud - IT SHOULD BE EASIER!! Amazon made it easy to change Kindle's when I purchased a new one. All Kindle's should be user friendly. Sadly, this is not the case, with the Paperwhite.",Ok for reading
3,"Pros: The E-Ink display is easy on the eyes, very sharp. Great battery life.Cons: Dependant on Amazon's Infrastructure to manage. Because of that limitation I give it 3 stars.",It's ok ...
3,I bought this for travel so I can read as much as I can without bartering and carrying books. It's easy to read but the size doesn't work for me. I have to hold it with two hands. I was hoping I could hold it in one. In retrospect I would get the Amazon Fire instead.,Not the ideal size for me
3,"Easy to read,very sensitive to touch. Still can't figure out how to get a new book onto the device. The on/off button is tiny which presents a problem as l have long nails. Too technical for a ""book""",Confusing for a book!!
3,The Version with the light is the way to go. A case is a must the screen can easily be scratched. over works as intended,Small compact easy to carry
3,doesnot work After three weeks‹¬?I cannot open it. so sad,totally deied
3,I like the kindle it is light and easy too sue battery life is good.,nice and sleek useful with touch and whitelight
3,"You will find detailed reviews of kindle paper white online. I will cover some other general observations,If you send a pdf to your kindle email , it will sync it to your kindle. But the fonts appear small when you open it in kindle paper white and the menu option did not allow me to change font size. You have to convert the pdf to be able to adjust font size.You will be able to convert your existing pdfs by sending a email with ""Convert"" in subject line and including the attachment and sending it to your kindle email (refer to amazon settings for finding out your kindle email). However it may lose the tables or other code diagrams from the original pdf so that is a pain (varies from pdf to pdf). Also if you are used to ios or android, the page turns are not the same like flipping. when you tap or perform a page flip,It will blink for a sec and refresh the page to move to next page. I found this a little annoying but it works. if you buy a book online then that might be a better option as it will let you read the formatted content correctly.Battery usage is fantastic.Another positive is that the inbuilt lights are not glaring in the dark so you will find reading to be a pleasant experience. They have settings to adjust brightness as well.",Good device for reading books you buy.
3,"It's nice & cool but it responds extremely slow. Compared to modern tablets & phones kindle is just too slow. My expectation would be to make it faster even if I have to charge it often that would be ok, secondly there should be a Home button & back button on the body of kindle.",Nice
3,I would opt for an iPad rather than the Kindle just because of the ease of researching books by authors etc. the only advantage of the Kindle is the attractive comparative price.,Not the easiest to research and find books.
3,I have yet to figure out what page of the book I am on. Don't really care what percent of a book is left or that I have 5 minutes left in a chapter. After using a Nook for many years this is cumbersome. Good news: way easier to get library books on this.,Not the easiest reader to navigate
3,"I still haven't been able to figures out my kindle, it seems like it has very cool features but learning slowly how to take take full advantage of it.",Good for readers
3,"A reader, but the processor is not fast, react slowly",A reader
3,It's an OK product. Nothing special. Not on the cutting edge of technology,It's an OK product
3,"I've had every Kindle e-reader available. Though it doesn't have all the features available on the Voyage, the Paperwhite is the best. The issue I've had are the emergence of tiny light ""leaks"" emerging from the source through the matte textured page background. They're little pinhole-sized, bright light scattered across the page. It usually begins with just one, or two, and becomes several over time. It's distracting to reading. In a conventional book, it would be like having a small speck of dirt on the page. If these little things don't bother you, then it's not an issue. The Paperwhite models don't seem to have this problem as often as the Voyage does. I went through 3 Voyage models before surrendering and returning to the Paperwhite. The Paperwhite has fewer total lights, so it's not as evenly lit as the Voyage, however, it's nothing significant.",Inconsistent quality
3,I like it small lightweight easy to see wifi capabilities,nice
3,"Let me set the stage for this review: I joined a book club this year and have started reading a lot... or at least what I would consider to be a lot, which is about 2 decently-long books a month.Up until buying the Paperwhite, I was doing most of my reading on my iPhone using the Kindle app. Long story short, I ended up returning the Paperwhite after about 2 weeks. Why? Because I realized just how sporadic my reading was. I read when I'm out and about, waiting at a doctor's office, or in-line at a restaurant, etc. It became overwhelmingly apparent to me that the best E-Reader is the one you have with you at all times. For me, that's my iPhone.The actual reading experience is definitely better on the Paperwhite. However, if you're an ""on-the-go"" reader like me, then it just means you have to carry around another device. Dedicated E-Readers are for people who either truly read a ton, or have a set routine for reading. If that's not you, then stick with your phone.",You better read a ton
3,"Battery life is great. Kindle unlimited is lame, web browser needs work.",Not bad
3,"An 'okay' reader. Reading from an iPad mini is better under all conditions except outside in sunlight. Plus, with the iPad you can play games, web search, etc. The Kindle library function is not nearly as good as the Kindle app on the iPad where you can see many more of your books on a page and scroll through them all quickly versus the slow swipe function of the Kindle. I also do not like the page turn of the Kindle versus Apple. Every page turned on Kindle is like slow motion and about every fifth page refreshes entirely. I actually have to go to the top of the next page slowly in order to not have to wait for the Kindle slow page turn. Even the reading in the outdoors feature of the Kindle is not as great as reviewers indicate as there is still the sun glare on pages that you have to deal with, although at least you can read with it outdoors. The Kindle also suffers from a 'shadow' along the bottom of the screen. The explanation is that it is actually a shadow that is between the lights that are shining upward for night time reading. Draw your own conclusions as to whether that is good engineering. It is worse on some of the devices I saw than on others. Kindle serves the purpose for reading at the beach and not worrying if it accidently gets damaged. I would never take an iPad to the beach, but the Kindle is almost 'disposable' in contrast. Maybe 3 stars is being a bit generous but it is a good supplement to the iPad. If Apple ever makes their device so it can be used outside without a glare, then I don't see any market for the Kindle at that point. Not sorry I have a Kindle, but for what I decided to buy it for (reading at beach) it is at the price point where it is not really worth it. I still read ""paper"" books for those who remember what those are and those still work perfectly for beach reading.",Not as great as reviewers rate it.
3,I enjoy this kindle. I was disappointed that the iPad gloss made it difficult to read outdoors at the beach but this paper white makes that very possible.,Good for beach reading
3,The screen was small for me and I couldn't access a website with free ebooks. I ended up taking it back and read on my iPad now.,Eh
3,Bought this for a friend in the hospital.very easy for him to use as he uses it endless hrs.the picture quality is good also ..would buy product again,"Good item ,easy to use"
3,Good for the price. Ended up returning it for the model up that had some extra features.,Ok e reader
3,I liked my Kindle fire better. Kindle Fire was easier to hold and easier to use.,okay but there must be better options avaiiable
3,I am glad I bought it. It is easy to use and have given me good book suggestions.,"nice size, took some getting use to"
3,"I had to replace my Kindle 3G keyboard after several years because it would no longer charge. So I got this one and I'm satisfied, but I really miss my 3G. The only feature that's better in the newer Kindle is the light. Turning pages is my main complaint with the touch screen. It sometimes doesn't register the touch and you have to do it again. Also going back a page is a pain. Supposedly the left 25% of the screen is for going back, but it seems like the left 10% at best and just to be safe I press on the very edge. I miss the buttons for turning pages.I also miss the 3G even though I didn't use it all that often. Now I just need to make sure I plan ahead on road trips.","Light is great, OK otherwise"
3,"So I love, love, love e-ink. I'm not even a big reader but t's this magic technology that no one seems excited about. There is literally ink inside the screen that moves up or down electronically. So it is literally an actual printed book page that can change in an instance.I like the Kindle Paperwhite and it does everything I need. But this particular version doesn't have the same pleasing page color as my 5 year old Kindle, which is strange. But I really needed the light to actually be able to read when I usually want to read. So when the light is on it's pretty nice.The interface is rather slow, which is to be expected given it's not a traditional LCD screen (it's literally a printing press), but I wish the interface had better ways to organize and change the order of books. The other problem I had was that the first one I received had a large hole in the upper layer of the screen (where the light diffuses through) so it had this glowing hole that reminded me of a giant stuck pixel. Also there were a few random stuck black spots. The next one did not have these problems. Amazon will replace it for you if it does.",I love e-ink. The Paperwhite isn't the greatest.
3,"I want to rate it 3.5 but best buy lets me rate it 3 or 4, nothing in between. Similarly I see no point in upgrading from an old paperwhite until you really want a 300 ppi display. Kindle Paperwhite is good but not much has changed over the years, if you plan to upgrade over the old one think if it is worth spending.A paperwhite with 3G goes up towards 180-200 USD, I would rather invest the money on a tab. If you are sticking with the base version as I brought (99 USD - no ads), then its a good deal.",Would like to give a 3.5 - got for 99$ with no ads
3,"I love reading so this e-reader works really well for me. I just wish it was a little bigger. I was used to another e-reader that had a larger screen. Otherwise, it works!",Good idea!
3,Little disappointed in. Item very hard to turn off but it is easier to read.,Ok
3,"I do not like the fact that every thing is in pictures instead of words. On my old paper white I had a list of unread books, now I have pictures. I don't read pictures. If there is a way to make it into a list, I have yet to find it. I thought the that reading is the point.",Not as good as the old one.
3,"The Paperwhite is certainly better than the regular Kindle, primarily due to the back lighting feature. If you buy a Kindle eReader, this would be the one to buy. You could spend more for the higher end models but there's really no need. The main issue with this eReader is the smudge effect at the bottom of the screen. I tried two Paperwhites and both had the same issue. Perhaps this is just how they are.",Decent eReader but has screen issues
3,This thing is ok. Next time we get electronics it will be Amason,I'm not shopping at Best Buy again
3,Have a nook as my first e-reader. I like downloading library books better on the kindle but prefer the format of the nook.,My first kindle. Second e-reader
3,I love it. Will definitely recommend it to a friend.,ok item
3,Not a bad product and for the price it makes a decent gift.,Ok for the price
3,I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.,Is it worth it
3,Was a Christmas gift and I ended up returning it because it wasn't exactly what I was looking for.,Nice product
3,It has what i wanted click to turn page and that is the only reason i paid that price for it. there is nothing special about it. i thhought that the battery would last longer and as an avid reader it doesn't last long enough.,NOT AS GREAT AS I THOUGHT IT WOULD BE
3,Replaced a v1 nook but this is not better for reading,Not in love
3,My son truly loves his Kindle. He uses it everyday.,Great purchase
3,"I replaced my older Kindle Keyboard, which is larger and heavier than this kindle. Page turning takes some getting used to - I keep touching screen and turning page by mistake. You're able to turn the ""side buttons"" page turning off, but can't turn the touchscreen page turning off - it sure would be nice to allow page turns only with the ""side buttons"" - I think this is a major design flaw. Also, the audio option seems to be missing - you can't have books read aloud to you anymore. Also, no 3G. I almost returned this, but didn't get around to it, so I'm stuck with it.","Nice Light Weight & Size, but missing options"
3,Clear reading in bright light outdoor settings. Long battery life.,Easy to read in outdoor settings.
3,"The Kindle is great for just reading books, and the battery power is pretty good.The experimental browser is not very user friendly.",Experimental browser not great
3,It is the top of the line e reader by amazon which is also the leader in e readers. The voyage is an excellent device and very versatile to carry on your trips. I feel the premium for the page turn sensors is little too high. In hindsight I would go with the paper white and save a few bucks.,Great e reader but a bit over priced
3,Ive had the 1st kindle so it took time to get used to no keyboard but love the built in light that has auto adjusting. The homepage isnt as friendly,Hard to get used to-love the auto light
3,"turning pages not as easy as the original ones; whole Home Page experience not really user friendly, and seems geared to just sell you more books.",convenient size
3,Have had it for a while noe. A littlebit unusual to press so hard to change page but now starting to get used to it.,"Okay so far, nothing to mentioned bad or especiall"
3,doesnot work After three weeksI cannot open it. so sad,totally deied
3,I PURCHASED THIS ITEM BACK IN THE FIRST QUARTER OF 2017. I RETURNED THIS ITEM WITHIN 30 DAYS OF PURCHASE. I MAILED IT BACK PER INSTRUCTIONS BY AMAZON. TODAY MAY 26 I RECEIVED AN E-MAIL FROM AMAZON THAT THEY FAILED TO RECEIVE THE ITEM BY JUL. 20 SO THEY WILL CHARGE MY CREDIT CARD. I HAVE TO ASSUME THAT SOMEONE IN AMAZON RECEIVING DID NOT DO THEIR JOB LOGING IN THE ITEM OR US MAIL LOST THE ITEM. EITHER WAY I AM SCREWED.,I PURCHASED THIS ITEM BACK IN THE FIRST QUARTER OF ... One person found this helpful. Was this review helpful to you Yes No
3,Any one who doesn't want to spend too much money and get a tablet for kids it is perfect for them.,Good for kids
3,Good tablet althought the availability of apps thru their appstore is limited.,Decent tablet.
3,Bought this tablet for my 4 yo and 9 yo. Tablet was perfect for their use of watching movies and kid games,Great tablet for price point
3,"Works fine, don't like the ads. Easy to use speed ok.",On tablet
3,"It is ok to be a ""android"" tablet with such a low price. But the display is not good as they described.It hurts my eyes after long use.",Good Price but poor display
3,"Very basic. If you need more than the basics, look for an Android tablet.",Ok for Basics
3,good product but very hard to customize like real androids. Can not install firefox or other SW that Amazon deems a competition...too bad,Good
3,It's a cheap version to allow my wife to read books and such. No pretense that it's anything like an iPad but it's doing exactly what it should do for the price point it's set at.,Does what it's intended to do
3,"It has a delayed response. i can't access my email accounts unless I give Amazon access to control everything. I can't put my apps on my opening page. Amazon uses the Washington Post, I prefer the NYT. So far not a fan.",Controlled by Amazon
3,Could not download apps I needed to control my tvs,Great for beginner
3,"I bought this product for my three-year-old son. The operating system is slightly complicated unlike the user-friendly iPad. Fortunately, it serves it's purpose as there are many books, apps, and movies fingertips.",Not user-friendly but durable
3,The Kindle is better than the older version in the fact that I have used it a lot with game apps for the kids and it was bogged down with memory being used up but I held out on purchasing a new one the scores and in app purchases won't transfer to the new one so I got the new one and it works fast updates apps camera is not so good but all and all 3 stars,Needed a new kindle
3,"Amazon Fire is doing its job. Kids play games, access internet. Slower onside of streaming",Serving its purpose for cheap
3,I already had an iPad and just bought this to see what all the fuss was about. Haven't used it hardly ever.,Already had an iPad.
3,Didn't do all that I wanted it to but it is sufficient for my 8 year old son.,Good for the money
3,This tablet is great for minimal use for a child. It is slow so I wouldn't recommend it for an adult.,Great tablet for kids
3,So I got this for my nephew mostly for books for school and games but he tends to get anoid with it cause the internet connection that it picks up doesn't stay but other than that great,A little slow on connectivity
3,The usablity wise good but install the Google store is messy,Average
3,Bought another one because first one stopped working. Seems to match the cheap price. Made cheaply.,Replacement
3,"Lot of ads from amazon. Other than that, good for light use",Knew what I was buying
3,Got this as a gift for a friend. She had a little issue trying to set up at first but got it going eventually,Good Product
3,Considering this was under fifty dollars I am satisfied with it.,Works OK
3,It's amazing how much this inexpensive tablet can do. Slower than my iPad and I wish it had vudu but can't complain with a price tag under $50.,A great value
3,"i got this tablet for traveling. Just games, reading, stuff like that so I didn't need anything fancy. It works but it lags on games and the battery life is horrible.",It's ok
3,My 4 yo grandnephew and 3 yo daughter love them! The tablet does freeze but that's what happens sometimes! They love them!,Great for kids!!!
3,I am not too happy with the Kindle. It's ok but it seems to run slow and sometimes the sd card isn't reading. Would not purchase another,Kindle
3,Purchased this product for as a backup tablet. . The one con I have is that the internet browser runs a little slow. Other than that a good product.,Good tablet for children
3,It freezes up a lot but it's great for reading. Not meant for other apps.,It's alright
3,"this is a great pad device, big and good display. just you have to familiar with the amazon OS and they build it for E-book, so it will a little bit slow for even web site surfing.more serious in game playing.",Great pad device for the one have tight budget
3,As a starter tablet for a child this is great because it offers everything the more expensive tablets offer and it is very affordable. I wouldn't recommend this as a full service tablet because of it's speed,Not bad for the price
3,Bought this for my six-year old Daughter.Easy to navigate.The only knock is that is doesn't have expandable memory.,Not bad for the money.
3,Don't have much storage...ok for kids. Purchase tablet as a gift but didn't last long,Not much space
3,The only bad thing is it doesn't have google on it,Good tablet
3,My kids like down games and play with. It is for young children if you dont want spent a lot of money,Very good iteam for younk kids
3,"I had two of these in less than a year, it's definitely good for the price. The problem is that the charger port breaks very often. No matter how gentle toy are, it deteriorates within a couple months.",Not very durable
3,"Good price, functions well, nice screen to read books",Good for what it is
3,Got this on sale for 35 bucks I think. My I phone is faster and works better on most things but couldn't beat the price. Serve its purpose for occasional use and games.,Decent and excellent price
3,"Bought five of these for my teachers to take photos/videos and upload to our site and email parents. Does everything just fine, except the cameras aren't the greatest. Pretty slow to capture the pic and they all come out blurry with he slightest amount of motion (from the subject or photograher). Ok product if your not focused on taking pictures.",Not too bad...
3,Alexa doesn't know half of what my computer does. But the musical quality is good. It's a glorified radio. I think I would recommend the Dot. Save your money.,Echo
3,I stick with Google home for better value and sound quality,I am not a fan
3,The unit works good and understands you easily. Just not sure how much it can really do. The music quality is middle grade compared to other speakers.,Not sure-- works good but
3,Great sound for music. Use it for a reminder each day. Kind of a to do list. When I need time or temp just ask Alexa,Very unique
3,this was given as a gift and recipient happy with it.,useful product for home
3,"All in all it is pretty cool but seems pretty limited to me. Gets annoying when you constantly have to access SPotify before asking for an artist or it defaults to Amazon free previews...but I get it. Wish it could answer more questions but assume that will come with time, updates or future models. Feels like one of those technological offerings that you try and fit into your life versus one that naturally fills a void.",Novelty wears off quickly.
3,I WAS NEVER ABLE TO GET IT TO SEND PLAY MUSIC FROM MY IPHONE APP. IT WOULD ONLY PLAY SAMPLES OF MUSIC FROM AMAZON.,JUST WASN'T FOR ME
3,I originally purchased the Google Home and it was very nice but speaker was not loud enough and it was ugly on my night stand. I swapped to the Echo and it is nice looking at the illumination when responding. The bad part of this device is you have to be very specific when making request and the echo can't hear you when the volume is over 5/10. If I had to redo it I would probably keep the Google home. It was more accurate even on my wake up alarm.,Decent product but too expensive
3,Easy to setup but doesn't do everything without additional products. Better than google home.,Good for what it does
3,We have Google home and the Echo. We like Google Home better.,I like Google home better
3,"The white echo is nice-looking and subtle on the countertop. The sound quality is the best feature. Basic voice commands are best: is it raining?, other commands need effort: what are cumulus clouds? 'Sorry I don't know that'.",Convienent product
3,"I like the product, but I dislike that you have to download every app. I believe it should come with at least a few basic apps.",Great for people with children
3,Alexa- STEP UP YOUR GAME. Google home is coming for you. He coming!,Step up your game
3,"I liked the sound quality coming out of the Echo. I ended up returning this for an Echo Dot. The Dot is 1/3rd of the price and for my townhouse, I don't need a high powered speaker. Alexa is great to use, no matter what Echo device you have.","Great Sound, but Expensive"
3,"Ok, but sometimes alexa begin speaking without being asked, and sometimes light spins around when asked alexa a question without any answer.","Ok,"
3,"Unfortunately, Alexa is still complicated to get it to recognize smart devices.",Could be better
3,I get frustrated with this alot. I like being able to speak commands but she never seems to know much even though we add skills to her. She is always saying she doesnt know that. The speaker is not the quality that I would expect for the price.,Alexa
3,"I wasn't aware of all the apps that needed a premium membership for playing music. That was a disappointment, but other than that I enjoy the product.",Alexa
3,I feel like it plays the same playlist every time.,Limited options
3,The sound coming from the echo is amazing considering it's small size.,Good sound
3,"It's a great product to have , loud speaker , however if you don't have any accessories to go with it don't buy it but if you have the money buy it",Great comedian
3,Lots of stuff available to add to enhance performance.,Great for a beginner
3,It works great with my Hue and also requesting music. But deeper questions it doesn't know much,Does not know much
3,"The music was good, however, Alexa's voice was inaudible most of the time. It couldn't meet our needs so we returned it.",Music for listening pleasure was good.
3,Took awhile to get it all setup. After getting it all setup it was fun to play with for awhile than it was just okay. Have to get the wording just right to listen to radio stations or it tells you can't find it or plays something totally different.,Fun little gadget
3,"Alexa works great for listening to spotifly (only if you have premium) and very basic information (time, weather). She has a tough time answering questions. This is not a Google machine. She consistently would not understand simple questions. The volume is very loud and can be adjusted manually or through voice. She also can learn skills which some are hit and miss. I'd still recommend this product if you have a smart home (smart outlets, locks) or if you have spotifly premium.",Amazing for music but terrible for information.
3,I love my device but wish there was more of a descriptive summary of how to get music stations and as well as other features. I've learned most by just coming upon things. Needs better operating instructions,Complicating
3,Returned item because my phone did everything Alexa does. The best thing was the quality of the speaker.,Returned
3,Received this as a gift. I don't use it much but family loves it.,Cool unit
3,"acts up a lot , but has a lot of good features. but then again i should go over the instructions.",works ok
3,"The Echo is ok, it's a decent speaker and I like that it has a Bluetooth so I can listen to music off my phone.But there is more that I don't like then I like.For example, to play music off spottily you must have a perineum account ($10 a month).I heart radio will play only the last station it had on, not sure yet but can't change station with just voice.Most of ""skills"" are done poorly, for example my Honeywell thermostat, you can't ask it to tell you the temp, turn on, turn off.Only thing that can be done, is to ask it to raise or drop the temperature.At this time it will not control my wifi sprinkler system ""orbit Bhyve"".You don't always get an answer to questions as it uses Bing as a search engine, which I'm not a big fan of .Tried to buy wifi light switches so I can have it controlling that, but after purchasing the Wemo switch I found out that all the switches in my house are 2 way switches, so that did not work.So basically it's just ok, and maybe in few years it will be better, but over all like I said there is more that I don't like about it.",Decent
3,We have an echo dot in my son's room and bought this for the kitchen. I'm not sure why this is so much more but has the same functionality. I wish we would have bought another dot instead!,Not sure why this over dot
3,Echo was easy to set up. Speaker is not as good as the Google Home. Both the Nest thermostat and the Inseon hub seem to be working okay with the Echo.3 stars because I have not used all the functions yet.,Functionality
3,Good for playing music on a limited basis.Requires Spotify premium to play many selections. Frustrating when it only plays small samples of some artists.,Not as good as expected
3,"Giving it an average rating because boo hoo, I haven't figured out how to make it work yet. It responds but doesn't seem to have answers to any of my queries or requests. It must be just a matter of connecting it to a proper wireless source. So far I haven't figured it out. I am eager to however! I guess I am just too technologically challenged.",Haven't figured it out yet
3,The Amazon Echo is a great item. Sometimes the echo doesn't respond to the commands or cannot answer,Great first generation electronic
3,not as smart as the commercials show. cant answer a lot of questions,nice product
3,"It's going to take more work to get her up to useful capacity, but she has a nice speaker for music in the kitchen.","Alexa, my average intelligent friend."
3,"I bought this as a gift for my son and his wife. I rhougjt with having a young baby at home and their hands always full it would come in handy. They liked the idea but after doing their own review search, decided it wasn't for them.",Bought as gift
3,"I have a dot as well as this one. There is never a problem with the dot being able to hear me, but the Echo is like an obstinate child. There is still time to return it so I'll give it a few more days to behave. If not, it goes back.",It goes deaf after awhile
3,The family loves this because they can communicate to this device and ask it to play their favorite songs or questions or just about anything you can Google.. Even jokes!,Family loves it!
3,it does a lot LESS than you would expect. the advertisements is about all it does. no need to spend this large amount of money to listen to music you have on your phone. any info you get on the echo you get on your phone.,ok device
3,"Cool device but not totally useful as internet tool completely...but do use it for several helpful tasks, music, alarms and weather updates",Cool item
3,"Thought I'd be enjoying this more. Clever interface when Alexa gets it right, more frustrating than it should be when she gets you wrong!",Ok
3,"I haven't really used mine that much, therefore I cannot rate it to its fullest. So far its been good.",Good overall buy
3,I thing is cool too can listen to radio get news from CNN FOX but if you don't have Amazon Prime it is dumb as a brick.,works better with prime
3,Like this but doesn't always get the commands correct. Doesn't answer questions the way the Google version does.,Like it
3,"I should have waited until this was more advanced, it keeps disconnecting from the wifi and it's a pain to reboot it, doesn't know much either, we have only had it 3 weeks so we will see how it grows with us",great for out of the gate
3,"so far it's a nice toy in the kitchen, and it appears that there is a lot of up and coming apps that will be nice once they are all working. right now it can only do basic stuff. the speaker on it is just ok, they could improve that on the next upgrade. i don't even think it's stereo.",up and coming
3,"The echo is certainly able to answer many questions but it is inferior to the Google Home. We bought both and use them side by side and the Home is able to retrieve answers or information that the Echo is not on a somewhat frequent basis. Examples are questions or requests such as ""how many calories are in a pop-tart"", searching for certain songs or types of music, and calculating time and distance between two cities by car. The Home was able to do all of these things while the Echo was not. The home also tends to provide information beyond the direct answer to your question while the Echo does not. The Echo definitely has superior sound quality but I'm not sure it's worth it.",Useful but needs improvement
3,It works as advertised. I bought it as a gift so don't use it everyday.,It listens
3,Did not work is good as I thought it would switch to Google home much better product,Amazon Echo
